DATA;SPEI_1;SPEI_2;SPEI_3;SPEI_4;SPEI_5;SPEI_6;SPEI_7;SPEI_8;SPEI_9;SPEI_10;SPEI_11;SPEI_12;SPEI_13;SPEI_14;SPEI_15;SPEI_16;SPEI_17;SPEI_18;SPEI_19;SPEI_20;SPEI_21;SPEI_22;SPEI_23;SPEI_24;SPEI_25;SPEI_26;SPEI_27;SPEI_28;SPEI_29;SPEI_30;SPEI_31;SPEI_32;SPEI_33;SPEI_34;SPEI_35;SPEI_36;SPEI_37;SPEI_38;SPEI_39;SPEI_40;SPEI_41;SPEI_42;SPEI_43;SPEI_44;SPEI_45;SPEI_46;SPEI_47;SPEI_48
Sep2003;-0.07864;-0.7556;-1.32419;-1.16628;-0.99145;-0.90065;-0.76846;-0.73713;-0.68965;-0.66736;-0.77753;-0.6723;-0.72756;-0.56224;-0.71253;-0.81672;-0.88988;-0.90901;-0.86016;-0.89954;-0.91077;-0.9012;-0.9368;-0.91327;-1.01056;-1.19269;-1.07671;-1.01548;-1.209;-1.14085;-1.1958;-1.20987;-1.25003;-1.25654;-1.20087;-1.14205;-1.14969;-1.23656;-1.23755;-1.25519;-1.26935;-1.28975;-1.3128;-1.27695;-1.26099;-1.2635;-1.35185;-1.41535
Oct2003;-0.98037;-0.74022;-1.18731;-1.5899;-1.399;-1.21297;-1.12479;-0.98868;-0.95326;-0.90029;-0.87283;-0.96954;-0.86182;-0.90776;-0.74734;-0.88027;-0.96696;-1.02895;-1.03848;-0.99241;-1.02874;-1.03726;-1.02585;-1.05872;-1.03359;-1.12712;-1.29905;-1.18651;-1.11876;-1.30542;-1.23936;-1.2932;-1.30936;-1.34803;-1.35198;-1.29937;-1.24405;-1.2526;-1.33442;-1.33306;-1.34545;-1.35957;-1.37516;-1.3986;-1.36529;-1.34845;-1.34841;-1.43511
Nov2003;0.137;-0.74377;-0.60288;-1.0735;-1.48479;-1.3349;-1.15897;-1.07748;-0.95046;-0.9198;-0.87532;-0.85292;-0.95158;-0.84474;-0.89022;-0.73133;-0.86017;-0.94854;-1.01017;-1.02165;-0.97691;-1.01438;-1.02369;-1.01083;-1.043;-1.01815;-1.11216;-1.28286;-1.16994;-1.10345;-1.28992;-1.22421;-1.27774;-1.29201;-1.32996;-1.33541;-1.28116;-1.22814;-1.23702;-1.31926;-1.31791;-1.33357;-1.3475;-1.36394;-1.38657;-1.35317;-1.33739;-1.337
Dec2003;0.46361;0.39147;-0.42843;-0.38716;-0.87253;-1.29611;-1.19745;-1.05147;-0.97163;-0.84941;-0.82487;-0.78603;-0.7691;-0.87248;-0.76952;-0.81931;-0.664;-0.79504;-0.88893;-0.95578;-0.96785;-0.92325;-0.96274;-0.97228;-0.95833;-0.99107;-0.96692;-1.06186;-1.23604;-1.12327;-1.0586;-1.24564;-1.17937;-1.23452;-1.24867;-1.28568;-1.29157;-1.23689;-1.18642;-1.196;-1.27927;-1.27765;-1.29526;-1.30844;-1.32783;-1.35047;-1.31616;-1.30126
Jan2004;0.0743;0.33382;0.35228;-0.35707;-0.33122;-0.81614;-1.2328;-1.13849;-1.01372;-0.93688;-0.82168;-0.79909;-0.76158;-0.74437;-0.84938;-0.74608;-0.80261;-0.65422;-0.78692;-0.88174;-0.95522;-0.96831;-0.92773;-0.96819;-0.9762;-0.96536;-0.99949;-0.97239;-1.07134;-1.24837;-1.13391;-1.06403;-1.23534;-1.1668;-1.22007;-1.23362;-1.27019;-1.27462;-1.21804;-1.17242;-1.18162;-1.26399;-1.26089;-1.27496;-1.28486;-1.30386;-1.32673;-1.2925
Feb2004;0.21451;0.22363;0.38161;0.38537;-0.29279;-0.27267;-0.73997;-1.15334;-1.06954;-0.958;-0.89439;-0.78576;-0.76172;-0.73087;-0.71917;-0.82067;-0.71679;-0.77104;-0.62399;-0.75569;-0.85274;-0.92815;-0.94224;-0.903;-0.9437;-0.95307;-0.94416;-0.97835;-0.95344;-1.05207;-1.22824;-1.1145;-1.04779;-1.21896;-1.15203;-1.2054;-1.21812;-1.25382;-1.25777;-1.20194;-1.15638;-1.16545;-1.24734;-1.24496;-1.25892;-1.2692;-1.2886;-1.31156
Mar2004;-1.00612;-0.712;-0.54047;-0.2566;-0.17184;-0.65808;-0.57289;-0.99903;-1.34911;-1.24021;-1.11533;-1.04983;-0.94648;-0.9229;-0.88496;-0.86499;-0.96139;-0.85206;-0.89805;-0.74961;-0.87378;-0.96389;-1.03563;-1.0467;-1.0067;-1.04616;-1.05223;-1.04143;-1.07511;-1.04857;-1.14156;-1.31089;-1.19778;-1.12912;-1.29435;-1.22393;-1.2757;-1.28778;-1.32047;-1.32178;-1.26544;-1.22113;-1.22945;-1.30647;-1.30412;-1.31542;-1.3239;-1.34133
Apr2004;-0.92091;-1.29039;-1.14346;-0.97223;-0.73758;-0.64274;-0.97786;-0.8871;-1.22444;-1.49569;-1.39616;-1.27847;-1.22255;-1.12243;-1.10698;-1.06745;-1.04147;-1.1316;-1.02226;-1.05622;-0.91328;-1.0239;-1.09227;-1.15671;-1.15975;-1.12278;-1.16157;-1.16645;-1.15296;-1.18474;-1.15702;-1.24713;-1.40587;-1.30277;-1.23323;-1.39093;-1.32194;-1.37107;-1.38423;-1.41505;-1.41449;-1.36344;-1.31807;-1.32738;-1.39656;-1.39812;-1.40762;-1.41275
May2004;0.48755;-0.12005;-0.53769;-0.48556;-0.43827;-0.30436;-0.27739;-0.57033;-0.58897;-0.88701;-1.16738;-1.15847;-1.08665;-1.03727;-0.94488;-0.92829;-0.89691;-0.87903;-0.96785;-0.87168;-0.91233;-0.77545;-0.88484;-0.96102;-1.03072;-1.03556;-0.99948;-1.03632;-1.04291;-1.03491;-1.06633;-1.0448;-1.13401;-1.29406;-1.19011;-1.13135;-1.28746;-1.22207;-1.2746;-1.29048;-1.32473;-1.32642;-1.27672;-1.23232;-1.24248;-1.3188;-1.31733;-1.33325
Jun2004;-0.19511;0.20808;-0.21105;-0.50721;-0.48484;-0.43967;-0.33192;-0.30834;-0.55408;-0.59376;-0.85184;-1.0987;-1.10199;-1.04695;-1.00865;-0.93342;-0.92024;-0.89088;-0.87208;-0.95761;-0.87603;-0.91806;-0.7917;-0.89481;-0.96496;-1.0298;-1.03453;-0.99935;-1.03574;-1.04167;-1.03153;-1.06124;-1.04243;-1.13225;-1.28533;-1.1878;-1.13745;-1.29065;-1.23085;-1.28247;-1.29913;-1.33347;-1.33411;-1.28831;-1.24801;-1.25931;-1.3324;-1.32994
