DATA;SPEI_1;SPEI_2;SPEI_3;SPEI_4;SPEI_5;SPEI_6;SPEI_7;SPEI_8;SPEI_9;SPEI_10;SPEI_11;SPEI_12;SPEI_13;SPEI_14;SPEI_15;SPEI_16;SPEI_17;SPEI_18;SPEI_19;SPEI_20;SPEI_21;SPEI_22;SPEI_23;SPEI_24;SPEI_25;SPEI_26;SPEI_27;SPEI_28;SPEI_29;SPEI_30;SPEI_31;SPEI_32;SPEI_33;SPEI_34;SPEI_35;SPEI_36;SPEI_37;SPEI_38;SPEI_39;SPEI_40;SPEI_41;SPEI_42;SPEI_43;SPEI_44;SPEI_45;SPEI_46;SPEI_47;SPEI_48
Oct1989;-0.63644;-0.04098;0.17065;-0.12875;0.07047;-0.04623;-0.23417;-0.25874;-0.23811;-0.23453;-0.24392;-0.26554;-0.4259;-0.29274;-0.39154;-0.43387;-0.68743;-0.75265;-0.7606;-0.77899;-0.8148;-0.80568;-0.73479;-0.7388;-0.81127;-0.8121;-0.72562;-0.71228;-0.77548;-0.67626;-0.82202;-0.71034;-0.64335;-0.64297;-0.64653;-0.60432;-0.50365;-0.34094;-0.28575;-0.27553;-0.24729;-0.23908;-0.142;-0.22951;-0.22512;-0.27431;-0.28011;-0.22377
Nov1989;-0.70132;-0.92479;-0.31575;-0.04404;-0.28798;-0.06975;-0.17387;-0.35247;-0.3695;-0.34915;-0.34286;-0.35348;-0.37175;-0.51994;-0.3879;-0.48103;-0.51755;-0.76276;-0.82687;-0.83386;-0.85195;-0.88688;-0.87741;-0.80682;-0.81068;-0.87846;-0.87792;-0.79257;-0.77554;-0.83572;-0.73901;-0.88168;-0.77069;-0.70512;-0.70397;-0.70703;-0.66449;-0.56244;-0.40202;-0.34409;-0.33225;-0.30328;-0.29404;-0.19641;-0.28315;-0.27956;-0.32851;-0.33459
Dec1989;-0.37917;-0.77513;-0.96188;-0.40108;-0.12304;-0.34953;-0.13066;-0.22801;-0.40202;-0.41748;-0.3955;-0.38843;-0.39924;-0.41643;-0.55948;-0.42643;-0.51796;-0.55401;-0.79466;-0.8553;-0.8617;-0.87972;-0.91429;-0.90494;-0.83647;-0.84124;-0.90803;-0.90604;-0.82125;-0.80354;-0.86149;-0.76574;-0.90565;-0.79542;-0.73007;-0.72861;-0.73124;-0.68921;-0.58781;-0.42902;-0.37113;-0.35914;-0.33015;-0.32049;-0.22433;-0.31007;-0.30657;-0.35465
Jan1990;0.20804;-0.13755;-0.53495;-0.80932;-0.30929;-0.06319;-0.2934;-0.09827;-0.19422;-0.36268;-0.37998;-0.3585;-0.35276;-0.36449;-0.38624;-0.52996;-0.40159;-0.49775;-0.53918;-0.78414;-0.84518;-0.85048;-0.87352;-0.90707;-0.89833;-0.83017;-0.83566;-0.90419;-0.90818;-0.82594;-0.80986;-0.8673;-0.76354;-0.90259;-0.79202;-0.7255;-0.72378;-0.72662;-0.68511;-0.58311;-0.42208;-0.36552;-0.35313;-0.32152;-0.31193;-0.21723;-0.30396;-0.30104
Feb1990;0.19797;0.18456;-0.07595;-0.36341;-0.66327;-0.21359;-0.00098;-0.22951;-0.0599;-0.15427;-0.31499;-0.33179;-0.31187;-0.30655;-0.31728;-0.33999;-0.48424;-0.35953;-0.45829;-0.50142;-0.74333;-0.80205;-0.80559;-0.82813;-0.86131;-0.85261;-0.78635;-0.7918;-0.86108;-0.86814;-0.78812;-0.7751;-0.83324;-0.73016;-0.86919;-0.76007;-0.69446;-0.69319;-0.69661;-0.65649;-0.55749;-0.39778;-0.34254;-0.3303;-0.29797;-0.28861;-0.19509;-0.28156
Mar1990;0.6785;0.67593;0.60158;0.40284;0.0874;-0.28477;0.02327;0.174;-0.07414;0.05394;-0.05703;-0.20971;-0.22897;-0.21253;-0.20782;-0.21943;-0.24128;-0.38816;-0.2703;-0.36614;-0.41594;-0.66754;-0.72357;-0.73456;-0.75812;-0.79192;-0.78308;-0.71861;-0.7258;-0.79587;-0.80694;-0.7262;-0.71442;-0.77897;-0.67802;-0.82073;-0.71061;-0.64515;-0.64566;-0.65;-0.6103;-0.51192;-0.35206;-0.29821;-0.28287;-0.25187;-0.24388;-0.14796
Apr1990;0.05238;0.37458;0.40092;0.39253;0.26827;0.0418;-0.26057;-0.01285;0.1336;-0.07746;0.0443;-0.05615;-0.20211;-0.21891;-0.20615;-0.20308;-0.21498;-0.23686;-0.37409;-0.26153;-0.3496;-0.39462;-0.6329;-0.68931;-0.70246;-0.72759;-0.75969;-0.75275;-0.69012;-0.69974;-0.76935;-0.77989;-0.70497;-0.6929;-0.75655;-0.65814;-0.79777;-0.68892;-0.62562;-0.62585;-0.63167;-0.59462;-0.49688;-0.34364;-0.29007;-0.27512;-0.24361;-0.23408
May1990;0.36317;0.28049;0.44338;0.47781;0.4767;0.38889;0.20395;-0.05221;0.13663;0.25128;0.04449;0.14536;0.03506;-0.11497;-0.13498;-0.12137;-0.121;-0.13192;-0.15496;-0.28732;-0.18046;-0.26707;-0.31888;-0.55503;-0.61737;-0.63269;-0.65888;-0.69087;-0.68278;-0.62197;-0.6365;-0.70245;-0.71556;-0.64007;-0.6304;-0.69467;-0.59816;-0.74042;-0.6281;-0.56512;-0.56611;-0.57375;-0.53507;-0.44153;-0.28862;-0.23568;-0.21496;-0.18329
Jun1990;-0.47153;-0.05815;-0.04016;0.13644;0.18826;0.20945;0.1328;-0.01931;-0.23002;-0.0792;0.05484;-0.1053;0.01612;-0.07531;-0.22797;-0.24561;-0.23072;-0.2275;-0.23455;-0.25138;-0.37816;-0.27139;-0.35357;-0.39884;-0.62395;-0.69591;-0.71319;-0.73572;-0.76655;-0.75725;-0.69775;-0.7096;-0.77321;-0.78601;-0.70931;-0.69078;-0.75759;-0.66741;-0.80825;-0.69976;-0.63901;-0.64031;-0.649;-0.60916;-0.5211;-0.36726;-0.30983;-0.28543
Jul1990;0.41097;-0.06341;0.11375;0.10507;0.2434;0.29136;0.30915;0.25634;0.12063;-0.0728;0.05573;0.16269;0.02019;0.12428;0.03779;-0.10896;-0.12879;-0.11193;-0.11069;-0.11944;-0.13619;-0.26095;-0.16555;-0.25044;-0.29895;-0.52118;-0.59457;-0.61348;-0.6343;-0.66544;-0.6566;-0.59989;-0.61235;-0.68071;-0.69689;-0.62551;-0.61437;-0.68426;-0.5993;-0.73721;-0.62875;-0.56872;-0.57047;-0.57845;-0.53887;-0.45536;-0.30087;-0.24582
